id,tanggal,kalimat,ket
NULL,2021-05-02,"@gung_1 Njih Pak Dosen mg pembelajaran dgn DARING ini tdk membuat kita jadi DARTING ..😊😊",1
NULL,2021-05-02,"Learning loss adalah dampak langsung dari kemiskinan struktural, sehingga keluarga dikenai beban berlipat dalam pembelajaran daring. Pembaharuan kebijakan pendidikan ini harus berjalan simultan dengan pengentasan kemiskinan, artinya bukan tugas lembaga pendidikan daerah saja. https://t.co/tY3Wd41MPQ",1
NULL,2021-05-02,"Kedua, bukan hanya perbandingan pembelajaran daring vs tatap muka. Akan tetapi  apakah sudah terjadi pemerataan akses pendidikan di seluruh wilayah?#Hardiknas2021#Pembelajarantatapmuka#Penuhihakguruhonorer https://t.co/EGpTkymxmq",1
NULL,2021-05-02,"Setelah hampir 3 jam motoran dari Semarang, tiba juga di SD Negeri 1 Growong Kab Magelang. Beberapa waktu lalu siswa SD ini mengirimi saya surat menceritakan sulitnya pembelajaran daring karena sinyal yg susah dan tidak semua siswa punya hape. https://t.co/r2wxxgkvjo",0
NULL,2021-05-02,"Bisa jadi ETS ini adalah yg terakhir untuk pembelajaran daring. ETS depan bisa jadi udah luring. Jadi manfaatkan dengan baik untuk perbaikan nilai yaaa 😬",1
NULL,2021-05-02," Saya sebelumnya dikirimi surat oleh kepala sekolah dan salah satu siswa, intinya mereka mengeluhkan sinyal susah saat pembelajaran daring. Saya punya pikiran, besok kan Hardiknas, ayo kita motoran ke Magelang sambil melihat kondisinya,  kata Ganjar.",0
NULL,2021-05-02,"perihal himbauan Pembelajaran secara Daring dan Sosialisasi UU Cipta Kerja Surat itu ditujukan kepada pimpinan perguruan tinggi serta ditembuskan kepada @nadiemmakarim dan Kebudayaan Dirjen Pendidikan Vokasi Kemdikbud dan Kepala Lembaga Layanan Pendidikan Tinggi Wilayah I-XVI",1
NULL,2021-05-02,"mau numpang cerita, tmnku dapet tugas bikin puisi tentang pembelajaran daring, bikinnya kaya tertekan bgt😭😭 https://t.co/MQmbpAmArU",0
NULL,2021-05-02,"Apakah pembelajaran daring efektif untuk diterapkan, khususnya untuk mahasiswa perikanan?Geser slide untuk info lebih lanjut, yaa!#HARDIKNAS#SALAMBAHARI#BAHARIJAYA https://t.co/VOL1roOnE3",1
NULL,2021-05-02,"Dalam dunia pendidikan, misalnya perkuliahan dan pembelajaran beralih dari luring ke daring. Tugas-tugas, ujian, dan aktivitas lainnya pun ikut berpindah dari offline ke online. Dalam hal ini saya ingin mengatakan bahwa ada covid 19 ini bisa menjadi salah satu media evaluasi",0
NULL,2021-05-02,"Halo #SobatKBRIAnkara ! Selamat memperingati Hari Pendidikan Nasional, 2 Mei 2021. Pembelajaran bisa terjadi dimanapun, termasuk dengan cara daring. Terima kasih untuk para Guru Indonesia yang tak kenal lelah mendidik di tengah Pandemi COVID-19 #IniDiplomasi #RintisKemajuan https://t.co/zQWrY0fq7L",1
NULL,2021-05-02,"@beyournumber0ne Selain itu, buku paket dari sekolah isinya kurang memadai untuk aku belajar, apalagi aku harus belajar ekstra supaya bisa memahami materi dan tidak tertinggal dari teman-teman yang lain. Pembelajaran daring juga menyulitkan aku untuk mengikuti KBM, ditambah lagi, aku tidak les. https://t.co/6riFVjPx9s",0
NULL,2021-05-02,"Hi #ContainerLoverPandemi Covid-19 ikut memberikan dampak pada dunia pendidikan di Indonesia. Pemerintah kemudian menetapkan kebijakan metode pembelajaran secara daring (belajar dari rumah). Selamat hari pendidikan. Yuk serentak bergerak, wujudkan merdeka belajar. https://t.co/BqFvdlNRrb",1
NULL,2021-05-02,"@CITA_Research siswa bisa stres dan keliru dalam menjawab dan tidak bisa berkonsentrasi karena gugup jika waktuya sedikit, karena pertama kalinya siswa melakukan pembelajaran di dalam rumah bukan disekolah. Berikanlah nuansa yang menyenangkan selama daring jangan hanya terpaku—",1
NULL,2021-05-02,"@CITA_Research menurut saya sistem pendidikan saat ini sangat krisis, adanya model pembelajaran daring kurang efektif dilakukan di tengah pandemi Covid-19. Penyebabnya karena belum terbiasa dengan pembelajaran jarak jauh belum lagi masalah jaringan internet tiap daerah berbeda-beda—",0
NULL,2021-05-02,"Ditengah pandemi COVID-19 yang sedang melanda Indonesia membuat sistem pembelajaran berubah dari tatap muka menjadi sistem pembelajaran secara daring, menyadarkan kita bahwa belajar dapat dilakukan dimana saja. ⁣ https://t.co/qXNfQUAE0g",0
NULL,2021-05-02,"Selamat Hari Pendidikan Nasional 🇮🇩🇮🇩 Setiap orang menjadi guru, setiap rumah menjadi sekolah.  Ungkapan Ki Hajar Dewantara tersebut mungkin paling relevan saat ini, mengingat kondisi saat ini yang mengharuskan pembelajaran dilakukan secara daring atau belajar di rumah. https://t.co/Mng6TSbWAl",0
NULL,2021-05-02,"#Pembelajaran Daring di Lingkup Desa - https://t.co/TV5ENAcwuZ - https://t.co/TV5ENAcwuZ #Kodepos #Desa https://t.co/p4Pm1vao9X # Pembelajaran Daring di Lingkup Desa - https://t.co/TV5ENAcwuZ  https://t.co/TV5ENAcwuZ",0
NULL,2021-05-02,"Selamat Hari Pendidikan Nasional“Serentak Bergerak, Wujudkan Merdeka Belajar” Setahun sudah kita beradaptasi dengan pembelajaran daring. Hal ini merupakan sistem baru &amp; tantangan di era new normal. Mari kita bersama-sama bangkit#PolytamaSIAP#HARIPENDIDIKANNASIONAL2021 https://t.co/flqq1Mu2hR",0
NULL,2021-05-02,"jadi pembelajaran daring apakah efektif? saya jawab efektif sebagai alternatif tetapi tidak untuk pilihan utama dalam dunia pendidikan.",1
NULL,2021-05-02,"akhirnya dampaknya selama pembelajaran daring, boro-boro terstimulasi yang ada ditinggal baring, dinyalain ditinggal pergi, disuruh meresponse juga lambat, dan lain-lain. salah siapa?? yang jelas anak tidak bisa disalahkan dalam dunia pendidikan",0
NULL,2021-05-02,"Hari Pendidikan Tahun Ini mungkin juga bisa diperingati dengan mengevaluasi pembelajaran daring selama pandemi. Sebagaimana efektifkah dan perbaikan seperti apa? klo soal teknis memang mengalami kemajuan yang luar biasa",0
NULL,2021-05-02,"Tapi berkat dedikasi para guru dan insan pendidikan, pembelajaran daring bisa dilakukan dengan segala evaluasinya.#PDIPerjuangan#SolidBergerak",0
NULL,2021-05-02,"Adi mengakui, pembelajaran di masa pandemi yang berbasis dalam jaringan (daring) alias pembelajaran jarak jauh adalah sesuatu yang baru, harus dilakukan nyaris tanpa transisi sistem.#PDIPerjuangan #SolidBergerak",0
NULL,2021-05-02,"Pembelajaran dari jarak jauh via daring berdampak positif bagi perkembangan siswa jika diterapkan secara tepat.  https://t.co/qYxF6Jxlbo",0
NULL,2021-05-02,"pembelajaran daring teroooos 😭lelah bet asliii 😭😭😭",1
NULL,2021-05-02,"Hardiknas diperingati hari ini, Minggu, (2/5/2021 apa saja tips agar anak tidak bosan melakukan sekolah daring? https://t.co/O8Z9IRwc4q",0
NULL,2021-05-02,"Sebagai Mahasiswa/i yang tentu berperan besar dalam meningkatkan kualitas pendidikan di Indonesia, silahkan tuangkan ide-ide kritis dan pendapat atau pengalaman kalian selama pembelajaran daring! Lebih pilih mana? Daring atau Luring?",0
NULL,2021-05-02,"Oleh karena itu, Kementerian Sosial dan Politik mengkaji masalah pembelajaran yang masih juga tak menemukan titik terang ini, lebih baik daring atau luring?Berikut kajian lebih lengkapnyahttps://t.co/7XheHMpoqq https://t.co/l6MRqDjKsZ",0
NULL,2021-05-02,"Sempat membuka pembelajaran tatap muka sejak Februari, Provinsi Jambi kembali menerapkan pembelajaran jarak jauh secara daring. Pasalnya kasus Covid-19 yang meningkat drastis membuat sejumlah daerah di Jambi masuk zona merah.#Nusantara #AdadiKompas https://t.co/K5gU8MxCLG",0
NULL,2021-05-02,"@Kemdikbud_RI @budayasaya @PAUDDikdasmen @gtk_kemdikbud @ditjendikti @DiktiVokasi @Itjen_Kemdikbud @pusdatin_dikbud @BadanBahasa @puspresnas @puslapdik wujudkan #MerdekaBelajar dengan meningkatkan kompetensi guru dalam metode pembelajaran daring. selamatkan generasi muda di masa pandemi yang belum terkendali. jangan bermain2 dengan nyawa anak kami. https://t.co/YYNR1JMuz6",0
NULL,2021-05-02,"Selamat hari pendidikan nasional di mana seharusnya aktivitas pendidikan kembali normal...Pembelajaran daring membuat ketimpangan benar ada, yg pintar makin dianggap ada, sementara yg bodoh sudah mirip donatur sekolah...Katanya start orang berbeda-beda, kok pemaksaannya sama?",1
NULL,2021-05-02,"[Hari Pendidikan Nasional ]Pembelajaran daring menjadi tantangan bagi dunia pendidikan dengan situasi Indonesia yang seperti saat ini. Bagaimana teknologi dapat digunakan, bagaimana penyediaan akses internet pada daerah-daerah terpencil dimana barang elektronik tanpa akses https://t.co/Pamuevj8Gi",0
NULL,2021-05-02,"[HARI PENDIDIKAN NASIONAL] Hari pendidikan nasional tepat jatuh pada hari ini 2 Mei. Sudah setahun lebih, pandemi melanda negeri ini. Pembelajaran baik di sekolah maupun perguruan tinggi dilakukan secara daring. Namun, tidak menyurutkan semangat anak bangsa untuk belajar. https://t.co/da4QtYBj1Y",0
NULL,2021-05-02,"Selamat Hari Pendidikan Nasional!Perkuliahan daring sudah berlangsung selama lebih dari 1 tahun. DIHI UGM mengucapkan terima kasih kepada seluruh mahasiswa, dosen, dan staf tendik yang tidak menyerah dengan keadaan &amp; terus berusaha mewujudkan proses pembelajaran yang progresif. https://t.co/E3qxhtWVMe",0
NULL,2021-05-02,"Oleh karena itu, mari bantu kami untuk mengetahui bagaimana kondisi Ksatria Airlangga selama Pembelajaran Daring dengan mengisi survei ini. Hasil survei ini akan digunakan sebagai bahan evaluasi untuk kedepannya apabila sistem pembelajaran daring kembali digunakan.👇👇👇👇 https://t.co/wrJEvwoXex",0
NULL,2021-05-02,"berbagai perguruan tinggi termasuk Universitas Airlangga dialihkan menjadi pembelajaran secara daring. Penerapan sistem pembejaran ini selain memiliki sisi positif juga memiliki sisi negatif yang langsung dirasakan oleh teman-teman mahasiswa.",0
NULL,2021-05-02,"Ditengah pandemi yang sedang melanda, membuat sistem pembelajaran berubah.Dari tatap muka menjadi sistem pembelajaran secara daring.Seperti yang diungkapan Ki Hajar Dewantara “Setiap orang menjadi Guru, setiap rumah menjadi Sekolah”.Selamat Hari Pendidikan Nasional 2021 🎓 https://t.co/Vn2viFc1ZM",0
NULL,2021-05-02," Setiap orang menjadi guru, setiap rumah menjadi sekolah . Di era pembelajaran daring ditengah pandemi Covid-19 ini, pernyataan Ki Hajar Dewantara tersebut menjadi sangat relevan. #KallaGroup#HariPendidikanNasional #Hardiknas2021 #KiHajarDewantara",0
NULL,2021-05-02,"mengingat kondisi belajar di rumah secara daring masih jadi tumpuan utama pembelajaran di Indonesia. Semua orang menjadi guru untuk membantu anak belajar, dan semua rumah menjadi sekolah untuk tempat anak menggali ilmu.",0
NULL,2021-05-02," Setiap orang menjadi guru, setiap rumah menjadi sekolah.  Menjadi ungkapan dari Ki Hajar Dewantara yg mungkin paling relevan saat ini, mengingat kondisi belajar di rumah secara daring masih jadi tumpuan utama pembelajaran di Indonesia.Selamat #Hardiknas 2021",0
NULL,2021-05-02,"@jprstyo__ @GodD4mn1t @WagimanDeep212_ @Mend0an_ @Elina_Vay @sherpa701 Harapan saya 1. Berdoa Pandemi Lekas Berlalu2. Orang Tua trus sabar mendampingi saat pembelajaran Daring3. guru trus ttp jaga kesehatan agar dapt beri pelayanan yg terbaik4. Trmksh u orang2 baik yg rela tnpa pamrih bantu pddkn#Hardiknas2021 #SerentakBergerak#MerdekaBelajar",0
NULL,2021-05-02,"Himapsi UB mengucapkan selamat Hari Pendidikan Nasional. Tetap semangat dalam melaksanakan pembelajaran daring, ya, Sahabat Psikologi! 😊___Hubungan Masyarakat Himapsi UB 2021 #HariPendidikanNasional#PsikoSatuKitaUtuh(2/2)",0
NULL,2021-05-02,"Ditengah pandemi COVID-19 yang sedang melanda Indonesia membuat sistem pembelajaran berubah dari tatap muka menjadi sistem pembelajaran secara daring, menyadarkan kita bahwa belajar dapat dilakukan dimana saja. ⁣⁣“Setiap orang menjadi Guru, setiap rumah menjadi Sekolah”.⁣ https://t.co/ctcMRh2O32",0
NULL,2021-05-02,"Selamat Hari Pendidikan Nasional untuk semua guru dan semua murid.Dimana harus belajar dengan proses baru secara daring yang masih jadi tumpuan utama pembelajaran di Indonesia. Semoga semangat belajar tak pernah luntur dan tetap membara. https://t.co/60B3mp4qG8",0
NULL,2021-05-02,"[SELAMAT HARI PENDIDIKAN NASIONAL 2021]Setiap orang menjadi guru, setiap rumah menjadi sekolah. Menjadi ungkapan dari Ki Hajar Dewantara yang mungkin paling relevan saat ini, mengingat kondisi belajar di rumah secara daring masih jadi tumpuan utama pembelajaran di Indonesia. https://t.co/N6CLg07hMu",0
NULL,2021-05-02," Setiap orang menjadi guru, setiap rumah menjadi sekolah.  Menjadi ungkapan dari Ki Hajar Dewantara yg mungkin paling relevan saat ini, mengingat kondisi belajar di rumah secara daring masih jadi tumpuan utama pembelajaran di Indonesia.Selamat #Hardiknas 2021",0
NULL,2021-05-01,"KPAI : Kebijakan Kuota Internet, Sekolah Daring Kurang Efektif. Bantuan kuota internet Rp7 T. Namun pada praktiknya banyak yang mubazir dan tetap tidak mampu mengatasi masalah pembelajaran anak-anak dari keluarga miskin yang tidak memiliki alat daring.  https://t.co/jTADPTqIwX",1
NULL,2021-05-01,"[BANTU KAMI JADI SARJANA]Halo, kami dari peneliti Fakultas Psikologi Universitas Islam Bandung sedang membutuhkan bantuan teman - teman yang sedang pembelajaran daring untuk mengisi kuisoner. Adapun kriteria tertera di bawah: https://t.co/nsMoNixP0P https://t.co/OUhtZffavJ",0
NULL,2021-05-01,"Setiap orang menjadi guru, setiap rumah menjadi sekolah. Menjadi ungkapan dari Ki Hajar Dewantara yang mungkin paling relevan saat ini, mengingat kondisi belajar di rumah secara daring masih jadi tumpuan utama pembelajaran di Indonesia. https://t.co/rvDey8RQEi",0
NULL,2021-05-01,"akhir  ini aku cuman ikutin pembelajaran daring aja, loyo bgt lagi ramadhan😭🖐",1
NULL,2021-05-01,"Hambatan Komunikasi Selama Pembelajaran Daring: Refleksi Menyongsong Hardiknas – kumparan https://t.co/NoDM8mrrzA",1
NULL,2021-05-01,"@aewin86 #HanyaSatuJamSaja Cocok buat pembelajaran daring",0
NULL,2021-05-01,"@collegemenfess yang kuat nder😭 topikku jg konteksnya pembelajaran daring dan wanti-wanti bgt ini dihantui revisi😭 but!! semoga urusanmu dimudahkan, semangatt!!💛",0
NULL,2021-05-01,"Dikarenakan masih pembelajaran daring jadi lupa kalau ini tanggal merah, malah yg ingatkan siswaku lagi🥲",0
NULL,2021-05-01,"@Nastitiagung2 @Ayang_Utriza Sekolah itu ada guru yg harus dibayarkan hak nya pak. Pembelajaran daring, guru tetap memiliki beban kerja yg sama bahkan mungkin lebih hehe",1
NULL,2021-05-01,"“Dukungan penuh saya berikan ke Disdikbud. Karena sampai kapan pembelajaran daring ini akan tetap dilakukan. Apalagi kesiapan sekolah dan orantua juga sudah matang,” kata Agus Haris. https://t.co/LLBTVeZTZD",0
NULL,2021-05-01,"_*LIVE SEKARANG*_*WEBINAR PENDIDIKAN**Dalam Rangka MILAD KE-20 PBIO FKIP UAD**_Penilaian Autentik di Masa Pembelajaran Daring_*https://t.co/s06X8LEqxO#UADJaya #FKIPJayaBercahaya #PeBioECOfriendly #pmbuad #milad20pbiouad",0
NULL,2021-04-30,"Masa pandemi covid 19 Pembelajaran pun masih dilakukan dalam jaringan termasuk ekstrakurikuler pramuka. Meskipun pembelajaran daring, semangat peserta mengikuti ekstrakurikuler pramuka sangat baik. Materi ekstrakurikuler yang diajarkan keterampilan  membuat taplak. https://t.co/BAeZ4NkE91",0
NULL,2021-04-29,"Manfaat ruangbelajar by ruangguru Dimasa Daring Sekarang: manfaat ruangbelajar by ruangguru ataupun kelas pintar yang disediakan oleh ruangguru sangat terasa bermanfaat dalam proses belajar mengajar dimasa pembelajaran daring saat ini oleh murid dan juga… https://t.co/yvCHJG4Jxr",0
NULL,2021-04-29,"@syifalk_ Termasuk, apalagi di masa pembelajaran daring ini, jadi bisnis yg menjanjikan.",0
NULL,2021-04-29,"Sekarang kalo ke youtube, yg dibuka tutorial media-media pembelajaran, tips pembelajaran daring, dan sesodara-sekitarnya wkwkwkkGini ya ternyata 🐘 gajah gajahh",0
NULL,2021-04-29,"@collegemenfess Pembelajaran daring",0
NULL,2021-04-29,"Nama: Mita OktaviaKelas: XI AKL 3kegiatan yang saya lakukan di masa pandemi ini yaitu melaksanakan PKL (Praktek Kerja Lapangan), di tempat PKL saya belajar berbagai hal dengan tetap mematuhi protokol kesehatan. saya juga tetap mengikuti pembelajaran daring.@Perpus_Smexa",0
NULL,2021-04-29,"libur dari tanggal 8 sampe 23 mei, ya ampuuuun akhirnya bisa rehat sejenak dari pembelajaran daring 😭🤭",0
NULL,2021-04-29,"Menaruh gawainya lagi di atas meja setelah mematikan alarm, Wen menyalakan perangkat laptopnya. Tidak seperti biasanya, pembelajaran kali ini dilakukan secara daring. Di kamarnya yang nyaman, Wen tersenyum saat megecek tampilan videonya yang tampak di layar.  Halo, aku.  https://t.co/L2t2Anw0TI",0
NULL,2021-04-29,"Kualitas tukang Jawa jaman sekarang (?)Atau hasil pembelajaran daring(?) https://t.co/dPVhIZkzVY",0
NULL,2021-04-29,"Teman teman kelautan diminta untuk mengisi survey yang dibuat oleh Kemendikbud yaitu survey satu tahun pembelajaran daring sebagai bahan kajian terhadap kebijakan pembelajaran daring selanjutnya.Link survei : https://t.co/dkEhkdxfjF‼️Batas waktu pengisian : 30 April 2021‼️",0
NULL,2021-04-29,"Kata menteri pendidikan sekolah tatap muka ditargetkan bulan Juli, masih tersisa 3 bulan pembelajaran daring. Belum terlambat buat kalian untuk mendekor ruang belajar agar memiliki suasana yang lebih nyaman dan produktif☺️",0
NULL,2021-04-29,"[SURVEY SATU TAHUN PELAKSANAAN PEMBELAJARAN DARING]Selamat Malam Sobat Vokasi!Direktorat Jenderal Pendididikan Tinggi mensurvey untuk kebijakan pembelajaran daring. Mohon untuk Civitas Akademika mengisi survey dengan mengakses:https://t.co/Egp9F2skOg#ChampionsEverywhere https://t.co/n5oT3dAp81",0
NULL,2021-04-29,"Guru Butuh Kesabaran Ekstra dalam Pembelajaran Daring https://t.co/AgD7gQ9HEA",0
NULL,2021-04-29,"PENGARUH PENGGUNAAN SISTEM PEMBELAJARAN DARING (SIPDA) TERHADAP HASIL BELAJAR MELALUI MOTIVASI BELAJAR PADA MAHASISWA PENDIDIKAN AKUNTANSI ANGKATAN 2019 FAKULTAS EKONOMI UNIVERSITAS NEGERI MEDAN https://t.co/CQog3LNKuA",0
NULL,2021-04-29,"#BukuTerbit: Panduan Praktis Pembelajaran Daring dengan Google Classroom dan Google MeetDalam buku ini dibahas langkah-langkah penggunaan Google Classroom dan Google Meet untuk melaksanakan pembelajaran secara daring.Info: https://t.co/y9BZr7530U https://t.co/aFUwzH0t1l",0
NULL,2021-04-29,"Menanamkan Kedisiplinan pada Siswa secara Daring melalui Pembelajaran PPKn https://t.co/zI7DVvlyDb",0
NULL,2021-04-29,"Namun, tetap memperhatikan protokol kesehatan saat pembelajaran luring. Dan untuk daring guru disarankan untuk lebih kreatif saat pemberian materi agar siswa tidak merasa jenuh.",0
NULL,2021-04-29,"@bertanyarl Pliss otak gua dah gak sanggup menangkap pembelajaran daring ini😭",1
NULL,2021-04-29,"[cm] halo, disini apakah ada kakak -kakak jurusan pgsd yang sudah mengajar di SD? saya ingin meminta bantuan untuk menjadi narasumber dalam tugas wawancara saya tentang pengaruh pembelajaran daring pada masa pandemi, jika berkenan mohon bantuannya ya. terima kasih🙏🏻",0
NULL,2021-04-29,"Tanggal 27 April 2021 telah berlangsung Pelatihan Daring Pemanfaatan Teknologi dalam Pembelajaran Matematika (Geogebra) bersama Pemateri utama Bapak Dr. Cepi Riyana, M.Pd. (Dosen Program Studi Teknologi Pendidikan UPI), materi yang sangat menarik dan bermanfaat. https://t.co/e7uJXHuGlQ",0
NULL,2021-04-28,"Deskripsi Program:       Program  Kelas Online ini adalah Program persiapan khusus SIMAK UI yang dilaksanakan secara daring (online). Pembelajaran ini akan menggunakan platform belajar online seperti Zoom Cloud Meeting, atau aplikasi pendukung lainnya.",0
NULL,2021-04-28,"Peserta Didik TK. Sekolah taman kanak2 masih melaksanakan pembelajaran secara daring (dalam jaringan).",0
NULL,2021-04-28,"[17s] kita mencoba memahami materi pembelajaran selama daring: https://t.co/b7usRkxAf1",0
NULL,2021-04-28,"@alpokatmentega Saya seorang guru honorer salah satu sekolah di Banyumas. Mengajar mata pelajaran matematika. Mengalami keterbatasan belajar mode daring, sangat sulit bagi sy untuk menuliskan notasi apabila sedang live nengajar atau pembahasan soal yang butuh corat coret pd media pembelajaran. https://t.co/jokGa4ufl4",1
NULL,2021-04-28,"Selain itu, pihak sekolah juga harus menyiapkan pembelajaran campuran berupa daring dan luring. Para siswa pun harus menerima perlakuan dan pemenuhan hak yang sama meski memilih metode pembelajaran yang berbeda. https://t.co/knpjaUVZRd #CNNIndonesia https://t.co/r22RpVDkY3",0
NULL,2021-04-28,"[KLIMAKS AKADEMIK #3 : SATU TAHUN PJJ, SUDAH BAIK KAH?]Halo Gadjah dan Nusantara!Tak terasa sudah lebih dari satu kita melaksanakan Pembelajaran Jarak Jauh (PJJ) secara daring. Lantas, bagaimana evaluasi dari pelaksanaannya? Yuk simak informasi berikut! https://t.co/8REd8QVcUK",0
NULL,2021-04-28,"Cara membuat Media Pembelajaran Daring Mneggunakan WordPress dan Plugin LMS#NgrondaEp1",0
NULL,2021-04-28,"Menciptakan berbagai bahan ajar yang menarik dan bisa dikemas untuk pembelajaran daring menjadi sebuah tantangan bagi guru dan tenaga pengajar.  Pembuatan konten juga harus dibuat se kreatif mungkin agar dapat menarik peserta didik untuk belajar secara maksimal.",0
NULL,2021-04-28,"Sahabat UT, mari ikuti The 1st  Cyber Education Forum (CEF) ICE-I UT dengan tema Pengembangan Softskill dalam Pembelajaran Daring pada Kamis, 29 April 2021 pukul 10.00 - 11.30 WIB.Pendaftaran: https://t.co/mPsojaLBEW#UniversitasTerbuka #CEF https://t.co/JnuO0nUPbf",0
NULL,2021-04-28,"tanyarl guys, boleh minta tolong ga buat isi kuisioner tentang pembelajaran daring ini buat tugas statistik aku. rep aja ya nanti aku dm linknya atau ada yg udah di fb base sbmptnfess?",0
NULL,2021-04-28,"sch! waktu daring gini kalian ada gak sih yang dikasih tugas, tapi pas jam pembelajaran udah habis? kayak sore atau malam gitu 😔",0
NULL,2021-04-28,"@edunitas Ini baru tips yang sangat bermanfaat, apalagi di masa pandemi seperti saat ini. Dimana untuk pembelajaran yang dilakukan secara daring sehingga mau tidak mau dituntut untuk lebih banyak belajar sendiri",0
NULL,2021-04-28,"Google Classroom Solusi Pembelajaran Daring Mobilitas Sosial https://t.co/v44ftz1DEF",0
NULL,2021-04-28,"Pembelajaran Daring Materi Pantun melalui Kartu Kata https://t.co/tI1Xw8pp95",0
NULL,2021-04-28,"@soffgirll Mulai jenuh daring yah bun,,berasa gak efektif pembelajaran nya",1
NULL,2021-04-28,"Canggihnya di bagian mana di artikel ini. https://t.co/Dy2UF0Z5bG",0
NULL,2021-04-27,"@CWRawakadang @rp25k karena kondisi saat ini pembelajaran melalui daring, keberadaan pulsa/internet sangat diperlukan para muridSemoga setiap anak didik dapat mengakses internet dan dapat mengakses ilmu 😊#Pendidikan_Mencerdaskan_Bangsa",0
NULL,2021-04-27,"@fuckphysic benerr si han, tapi selama daring gatau kenapa aku lumayan mengerti pembelajaran wkwkwk",0
NULL,2021-04-27,"Tak Kalah oleh Usia, Guru SDN Sidorejo Kebumen Antusias Pelajari Media Pembelajaran Daring https://t.co/yQa0m0vLiE https://t.co/nASQ3tgneI",0
NULL,2021-04-27,"UMP Siapkan Alat Model Canggih Guna Pembelajaran Tatapmuka dan Daring https://t.co/bZ3lUk9XDp",0
NULL,2021-04-27,"[Cm] hallo aku boleh minta sarannya gak? jadi aku ngambil judul sinopsis tentang efektivitas pembelajaran selama daring ini, tapi aku bingung pembelajaran daring yg mengasyikann untuk buat pembelajarn itu efektif pake media apaa, yg kepikiran di aku sih pake quiziz,tapi (cont)",0
NULL,2021-04-27,"@ariomazda @TxtdariHI Masalahnya kadang kami juga gatau apa yg mau ditanya pak 😭🙏 apalagi daring gini pembelajaran sedikit kurang masuk diotak saya pak 🙏😭",1
NULL,2021-04-27,"@rayptt ga telat pa? mikirin ga si beberapa sekolah gurunya cuma ngasih TUGAS TUGAS dan TUGAS? sampe kita semua ketinggalan dan bahkan gatau apa materi pembahasannya? mending ya pa saran saya kelas 5-6,8-9,11-12 itu tetap pada pembelajaran daring bcs udh jauh ketggln",1
NULL,2021-04-27,"Gabungkan Pembelajaran Tatap Muka dan Daring, UMP Siapkan Alat dan Model Canggih Ini…Terus baca semoga bermanfaat😉Jangan lupa like n share ya😄 https://t.co/LnzUlPddQe",0
NULL,2021-04-27,"@schfess maaf, ak bingung knp sistem zonasi masih dipake utk ppdb taun ini, secara kan kita sekolah daring nah emg jarak antara rumah ke sekolah sengaruh itu buat proses pembelajaran?kasian jg kalo ad anak yg berprestasi tp kehalang zonasi msk ke SMA fav",1
NULL,2021-04-27,"Gabungkan Pembelajaran Tatap Muka dan Daring, UMP Siapkan Alat dan Model Canggih Ini… https://t.co/f4Z4pTBHhV",0
NULL,2021-04-27,"Bukan hanya lebaran aja yg berjauhan sepertinya juga pembelajaran akan daring lagi soalnya kasus covid kok naik lagi.  😩😩",1
NULL,2021-04-27,"Konferensi Pers daring Pengawasan Pelayanan Publik Sektor Pendidikan di Masa Pandemi Covid-19 terkait “Pelaksanaan Pembelajaran Tatap Muka Dan Penerimaan Peserta Didik Baru Tahun 2021”Selasa, 27 April 2021Pukul 14.00 WIBBersama Anggota Ombudsman RI, Indraza Marzuki Rais",0
NULL,2021-04-27,"Aku yakin ini adalah kita semua selama pembelajaran daring.. tq me later🤸‍♀️🤸‍♀️ https://t.co/OBMicwhYdq",0
NULL,2021-04-27,"Udah dandan, pake baju dinas tinggal berangkat ngajar tiba-tiba dapat kabar kalo pembelajaran daring lagi 😭😭 penelitianku pie yaallah",1
NULL,2021-04-21,"Untuk sekolah tipe daring, bisa memanfaatkan Radio @rri atau TV @TVRINasional untuk pembelajaran LIVE dan Interaktif. Menjangkau seluruh Indonesia.",0
NULL,2021-04-21,"Poin pembahasan yang diangkat antara lain1. Evaluasi pembelajaran dan praktikum daring2. Rancangan program kerja HimafarmaBerikut adalah link notulensi audiensi bersama prodihttps://t.co/xY1M0j7ZM7________________________KEMAHASISWAAN HIMAFARMA",0
NULL,2021-04-21,"Pembelajaran tatap muka bagaimana pun melahirkan experience yang berbeda dibanding daring 👍 @DeniWicaksono @PDI_Perjuangan https://t.co/w0jXnDDA4a",0
NULL,2021-04-21,"Pembelajaran Daring KURSIKU dalam PJJ Matematika https://t.co/AxjUe4GRQS",0
NULL,2021-04-21,"Nasib semester akhir pembelajaran daring. Ilmu tak dapat otak sekarat 😭😂",1
NULL,2021-04-21,"Sekolah daring emang bener2 ye, tiap hari guru wali kelas cuma ngasi tugas per mata pelajaran. Gak ada sharing video materi atau apa gitu buat pembelajaran, bener2 tugas tok. Puyeng banget mana adek gue susah kalo disuruh bikin tugass",1
NULL,2021-04-21,"kalo kayak gini bukan ke pribadi gurunya, tapi lebih pengen ngasih kritik ke kurikulum sama kesiswaan euy. sebenernya smara ini siap ga sih sama pjj daring? dikasih pelatihan ga guru gurunya akan media pembelajaran yang bakal digunakan? gonta ganti aplikasi teros, mumet.",1
NULL,2021-04-21,"5 Kendala Siswa Menghadapi Pembelajaran Daringhttps://t.co/Y4MP3JqW5l",0
